name	ko	family	lv2des
PN6RE|k141_1369099	K00390	Unclassified	Energy metabolism
PN5RF|k141_122120	K00016	Siphoviridae	Carbohydrate metabolism
PN14RJ|k141_1364344	K00390	Unclassified	Energy metabolism
PN7RL|k141_1190360	K00558	Unclassified	Amino acid metabolism
PN3GE|k141_578927_1	K05275	Siphoviridae	Metabolism of cofactors and vitamins
PN3GE|k141_578927_1	K01054	Siphoviridae	Lipid metabolism
PN15RA|k141_628038	K00558	Unclassified	Amino acid metabolism
PN7RT|k141_2155385	K23144	Siphoviridae	Carbohydrate metabolism
PN10RL|k141_165434_1	K00390	Unclassified	Energy metabolism
PN5RD|k141_198383	K00390	Unclassified	Energy metabolism
PN7RL|k141_227356_1	K00390	Siphoviridae	Energy metabolism
PN7RL|k141_227356_1	K00558	Siphoviridae	Amino acid metabolism
PN7RL|k141_227356_1	K00789	Siphoviridae	Amino acid metabolism
PN7RL|k141_227356_1	K00558	Siphoviridae	Amino acid metabolism
PN7RL|k141_227356_1	K00558	Siphoviridae	Amino acid metabolism
PN14RS|k141_1394684	K01190	Siphoviridae	Carbohydrate metabolism
PN13RU|k141_65811	K00024	Podoviridae_crAss-like	Carbohydrate metabolism
PN6RL|k141_103982_1	K00558	Unclassified	Amino acid metabolism
PN6RL|k141_103982_1	K00789	Unclassified	Amino acid metabolism
PN13RT|k141_826743	K05366	Unclassified	Glycan biosynthesis and metabolism
PN1RC|k141_3016065	K00390	Unclassified	Energy metabolism
PN8RF|k141_1259598_1	K00789	Siphoviridae	Amino acid metabolism
CH1|NODE_19	K00558	Siphoviridae	Amino acid metabolism
PN12RH|k141_151023	K03275	Unclassified	Glycan biosynthesis and metabolism
K297|NODE_12_1	K00558	Siphoviridae	Amino acid metabolism
PN16RR|k141_155704_1	K20156	Unclassified	Metabolism of terpenoids and polyketides
PN15RA|k141_4599	K00390	Unclassified	Energy metabolism
PN2JB|k141_167609	K00067	Myoviridae	Glycan biosynthesis and metabolism
PN2JB|k141_167609	K01790	Myoviridae	Glycan biosynthesis and metabolism
PN2JB|k141_167609	K00973	Myoviridae	Glycan biosynthesis and metabolism
PN2JB|k141_167609	K01710	Myoviridae	Glycan biosynthesis and metabolism
PN14RN|k141_706141	K08678	Myoviridae	Carbohydrate metabolism
PN14RN|k141_706141	K02078	Myoviridae	Lipid metabolism
PN14RN|k141_706141	K00059	Myoviridae	Lipid metabolism
PN7RO|k141_32353	K00558	Unclassified	Amino acid metabolism
PN14RG|k141_470896	K01442	Unclassified	Lipid metabolism
BL5|NODE_2_1	K00456	Siphoviridae	Amino acid metabolism
BL5|NODE_2_1	K19668	Siphoviridae	Carbohydrate metabolism
PN3RE|k141_2001048	K19002	Unclassified	Lipid metabolism
PN1RI|k141_1382870	K00287	Myoviridae	Metabolism of cofactors and vitamins
PN1RH|k141_2974586	K21029	Siphoviridae	"Folding, sorting and degradation"
PN1RH|k141_2974586	K08281	Siphoviridae	Metabolism of cofactors and vitamins
PN1RH|k141_2974586	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN3DD|k141_118164	K18591	Siphoviridae	Metabolism of cofactors and vitamins
PN3CB|k141_1019777	K00600	Siphoviridae	Carbohydrate metabolism
PN3RF|k141_1413105	K00558	Unclassified	Amino acid metabolism
PN2RB|k141_1928429	K09882	Unclassified	Metabolism of cofactors and vitamins
PN7RL|k141_1533864	K00789	Siphoviridae	Amino acid metabolism
PN7RL|k141_1533864	K00390	Siphoviridae	Energy metabolism
PN1RI|k141_550573	K00558	Unclassified	Amino acid metabolism
PN1CL|k141_356525	K00558	Unclassified	Amino acid metabolism
PN1CL|k141_356525	K00558	Unclassified	Amino acid metabolism
PN1RB|k141_2121736	K03148	Unclassified	Metabolism of cofactors and vitamins
PN3LB|k141_135485	K00390	Unclassified	Energy metabolism
PN16RH|k141_1740552	K00024	Myoviridae	Carbohydrate metabolism
PN16RH|k141_1740552	K01734	Myoviridae	Carbohydrate metabolism
PN16RH|k141_1740552	K00952	Myoviridae	Metabolism of cofactors and vitamins
PN16RH|k141_1740552	K01737	Myoviridae	Metabolism of cofactors and vitamins
PN16RH|k141_1740552	K10026	Myoviridae	Metabolism of cofactors and vitamins
PN16RH|k141_1740552	K09007	Myoviridae	Metabolism of cofactors and vitamins
PN16RH|k141_1740552	K06920	Myoviridae	Metabolism of cofactors and vitamins
PN16RQ|k141_29915	K06167	Unclassified	Metabolism of other amino acids
PN2CB|k141_197642	K00709	Unclassified	Glycan biosynthesis and metabolism
PN1CD|k141_1205765	K01854	Siphoviridae	Carbohydrate metabolism
PN6RB|k141_1470258_1	K06167	Quimbyviridae	Metabolism of other amino acids
PN1CI|k141_287278	K00390	Unclassified	Energy metabolism
PN5RG|k141_1019227	K06167	Siphoviridae	Metabolism of other amino acids
PN5RG|k141_1019227	K06920	Siphoviridae	Metabolism of cofactors and vitamins
PN5RG|k141_1019227	K01737	Siphoviridae	Metabolism of cofactors and vitamins
PN5RG|k141_1019227	K10026	Siphoviridae	Metabolism of cofactors and vitamins
PN5RG|k141_1019227	K01495	Siphoviridae	Metabolism of cofactors and vitamins
PN12RE|k141_142234	K01854	Siphoviridae	Carbohydrate metabolism
PN8RL|k141_819890	K00390	Siphoviridae	Energy metabolism
PN7RQ|k141_582482	K06167	Unclassified	Metabolism of other amino acids
PN7RQ|k141_582482	K00558	Unclassified	Amino acid metabolism
PN16RR|k141_295340_1	K00558	Myoviridae	Amino acid metabolism
PN11RG|k141_1956374	K00390	Siphoviridae	Energy metabolism
PN7RJ|k141_636203	K00558	Siphoviridae	Amino acid metabolism
PN7RJ|k141_636203	K00558	Siphoviridae	Amino acid metabolism
PN12RG|k141_1342447	K00558	Unclassified	Amino acid metabolism
PN4RD|k141_1038336	K01270	Podoviridae_crAss-like	Metabolism of other amino acids
PN4RD|k141_1038336	K01939	Podoviridae_crAss-like	Nucleotide metabolism
PN4RD|k141_1038336	K01734	Podoviridae_crAss-like	Carbohydrate metabolism
PN3LB|k141_701717	K00390	Unclassified	Energy metabolism
PN2LA|k141_237341	K03426	Unclassified	Metabolism of cofactors and vitamins
PN13RQ|k141_804024	K06167	Unclassified	Metabolism of other amino acids
PN5CA|k141_637839	K00558	Siphoviridae	Amino acid metabolism
PN8RJ|k141_1199566_1	K01055	Siphoviridae	Xenobiotics biodegradation and metabolism
PN8RJ|k141_1199566_1	K00558	Siphoviridae	Amino acid metabolism
PN8RJ|k141_1199566_1	K00390	Siphoviridae	Energy metabolism
PN13RL|k141_1985951	K00558	Flandersviridae	Amino acid metabolism
PN12RE|k141_187075	K00287	Siphoviridae	Metabolism of cofactors and vitamins
PN12RE|k141_187075	K01491	Siphoviridae	Energy metabolism
PN1CD|k141_1900290	K06167	Unclassified	Metabolism of other amino acids
PN5CD|k141_625085	K01662	Unclassified	Metabolism of cofactors and vitamins
PN5CD|k141_625085	K01809	Unclassified	Carbohydrate metabolism
PN1CI|k141_1123395	K00558	Siphoviridae	Amino acid metabolism
PN1CI|k141_1123395	K17398	Siphoviridae	Amino acid metabolism
PN1RH|k141_539546	K17398	Unclassified	Amino acid metabolism
K330|NODE_3_1	K21140	Siphoviridae	"Folding, sorting and degradation"
PN14RK|k141_292608	K00390	Unclassified	Energy metabolism
PN3RA|k141_2173348	K00558	Siphoviridae	Amino acid metabolism
PN5CC|k141_111826	K00390	Unclassified	Energy metabolism
PN14RF|k141_126419	K00789	Unclassified	Amino acid metabolism
PN8RM|k141_1041566	K00390	Siphoviridae	Energy metabolism
PN15RA|k141_130165	K01803	Unclassified	Carbohydrate metabolism
PN8RM|k141_876744	K06167	Siphoviridae	Metabolism of other amino acids
PN7RG|k141_1226339_1	K20811	Siphoviridae	Carbohydrate metabolism
PN7RG|k141_1226339_1	K00925	Siphoviridae	Carbohydrate metabolism
PN8RC|k141_11712	K01458	Unclassified	Carbohydrate metabolism
PN8RC|k141_11712	K00954	Unclassified	Metabolism of cofactors and vitamins
PN8RC|k141_11712	K00763	Unclassified	Metabolism of cofactors and vitamins
PN8RC|k141_11712	K13522	Unclassified	Metabolism of cofactors and vitamins
PN16RI|k141_346202	K03148	Unclassified	Metabolism of cofactors and vitamins
PN13RI|k141_808834	K08281	Siphoviridae	Metabolism of cofactors and vitamins
PN13RI|k141_808834	K03462	Siphoviridae	Metabolism of cofactors and vitamins
PN13RI|k141_808834	K01916	Siphoviridae	Metabolism of cofactors and vitamins
PN13RI|k141_808834	K00600	Siphoviridae	Carbohydrate metabolism
PN13RI|k141_808834	K00558	Siphoviridae	Amino acid metabolism
PN13RI|k141_808834	K00558	Siphoviridae	Amino acid metabolism
PN13RI|k141_808834	K17398	Siphoviridae	Amino acid metabolism
PN13RI|k141_808834	K00789	Siphoviridae	Amino acid metabolism
PN1JE|k141_517956	K10026	Siphoviridae	Metabolism of cofactors and vitamins
PN1JE|k141_517956	K06920	Siphoviridae	Metabolism of cofactors and vitamins
PN1JE|k141_517956	K01737	Siphoviridae	Metabolism of cofactors and vitamins
PN1JE|k141_517956	K01495	Siphoviridae	Metabolism of cofactors and vitamins
PN7RH|k141_483829	K01006	Unclassified	Carbohydrate metabolism
PN14RJ|k141_560965	K00390	Unclassified	Energy metabolism
PN14RJ|k141_560965	K00558	Unclassified	Amino acid metabolism
PN8RI|k141_446867	K01939	Siphoviridae	Nucleotide metabolism
PN8RI|k141_446867	K08281	Siphoviridae	Metabolism of cofactors and vitamins
PN3LH|k141_2388529_1	K00390	Myoviridae	Energy metabolism
PN13RR|k141_310589_1	K01092	Siphoviridae	Carbohydrate metabolism
PN5CG|k141_411790	K00558	Siphoviridae	Amino acid metabolism
PN6RK|k141_108149	K23144	Siphoviridae	Carbohydrate metabolism
PN1LG|k141_538994	K00390	Unclassified	Energy metabolism
PN14RJ|k141_252283	K03273	Myoviridae	Glycan biosynthesis and metabolism
PN14RJ|k141_252283	K09882	Myoviridae	Metabolism of cofactors and vitamins
LY5|NODE_8_1	K01569	Siphoviridae	Carbohydrate metabolism
PN1CB|k141_802772	K00558	Siphoviridae	Amino acid metabolism
PN1CB|k141_802772	K00558	Siphoviridae	Amino acid metabolism
PN14RH|k141_291176	K21029	Unclassified	"Folding, sorting and degradation"
PN16RN|k141_21224	K00390	Unclassified	Energy metabolism
PN2RE|k141_119894	K00390	Podoviridae	Energy metabolism
PN10RF|k141_399418	K09882	Unclassified	Metabolism of cofactors and vitamins
PN5LF|k141_196598	K00558	Siphoviridae	Amino acid metabolism
PN5LF|k141_196598	K00390	Siphoviridae	Energy metabolism
PN5LC|k141_584267_1	K00390	Siphoviridae	Energy metabolism
PN14RD|k141_476931	K22227	Myoviridae	Metabolism of cofactors and vitamins
PN14RD|k141_476931	K01495	Myoviridae	Metabolism of cofactors and vitamins
PN14RD|k141_476931	K06920	Myoviridae	Metabolism of cofactors and vitamins
PN14RD|k141_476931	K10026	Myoviridae	Metabolism of cofactors and vitamins
PN14RD|k141_476931	K01737	Myoviridae	Metabolism of cofactors and vitamins
PN2RH|k141_2313065	K01953	Myoviridae	Amino acid metabolism
PN2RH|k141_2313065	K08281	Myoviridae	Metabolism of cofactors and vitamins
PN2RH|k141_2313065	K01916	Myoviridae	Metabolism of cofactors and vitamins
PN2RH|k141_2313065	K00763	Myoviridae	Metabolism of cofactors and vitamins
PN2RH|k141_2313065	K00969	Myoviridae	Metabolism of cofactors and vitamins
PN2RH|k141_2313065	K00859	Myoviridae	Metabolism of cofactors and vitamins
PN2RH|k141_2313065	K00954	Myoviridae	Metabolism of cofactors and vitamins
PN2RH|k141_2313065	K22227	Myoviridae	Metabolism of cofactors and vitamins
PN2RH|k141_2313065	K22227	Myoviridae	Metabolism of cofactors and vitamins
PN2RH|k141_2313065	K22227	Myoviridae	Metabolism of cofactors and vitamins
PN2RH|k141_2313065	K22227	Myoviridae	Metabolism of cofactors and vitamins
PN2RH|k141_2313065	K19548	Myoviridae	Biosynthesis of other secondary metabolites
PN2RH|k141_2313065	K22227	Myoviridae	Metabolism of cofactors and vitamins
PN2RH|k141_2313065	K22227	Myoviridae	Metabolism of cofactors and vitamins
PN2RH|k141_2313065	K22227	Myoviridae	Metabolism of cofactors and vitamins
PN2RH|k141_2313065	K22227	Myoviridae	Metabolism of cofactors and vitamins
PN2RH|k141_2313065	K22227	Myoviridae	Metabolism of cofactors and vitamins
PN1CE|k141_834032	K06167	Siphoviridae	Metabolism of other amino acids
PN1CE|k141_834032	K00390	Siphoviridae	Energy metabolism
PN10RC|k141_300162	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN2LD|k141_1777490	K00390	Myoviridae	Energy metabolism
PN2LD|k141_1777490	K00390	Myoviridae	Energy metabolism
PN11RH|k141_1655963	K00558	Siphoviridae	Amino acid metabolism
PN5CH|k141_43157	K00390	Unclassified	Energy metabolism
PN1CL|k141_461936	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN2CH|k141_2561402_fragment_1	K00011	Siphoviridae	Carbohydrate metabolism
PN2CH|k141_2561402_fragment_1	K01854	Siphoviridae	Carbohydrate metabolism
PN2CH|k141_2561402_fragment_1	K22227	Siphoviridae	Metabolism of cofactors and vitamins
PN2CH|k141_2561402_fragment_1	K22227	Siphoviridae	Metabolism of cofactors and vitamins
PN2CH|k141_2561402_fragment_1	K22227	Siphoviridae	Metabolism of cofactors and vitamins
PN2CH|k141_2561402_fragment_1	K22227	Siphoviridae	Metabolism of cofactors and vitamins
PN2CH|k141_2561402_fragment_1	K00789	Siphoviridae	Amino acid metabolism
PN2CH|k141_2561402_fragment_1	K22227	Siphoviridae	Metabolism of cofactors and vitamins
PN6RN|k141_797242	K02078	Unclassified	Lipid metabolism
PN11RA|k141_2021951_1	K22227	Unclassified	Metabolism of cofactors and vitamins
PN11RF|k141_1425042	K00558	Siphoviridae	Amino acid metabolism
PN6RQ|k141_1325538	K00558	Unclassified	Amino acid metabolism
PN15RA|k141_399944	K01939	Siphoviridae	Nucleotide metabolism
PN15RA|k141_399944	K00390	Siphoviridae	Energy metabolism
PN16RA|k141_1472926	K00558	Siphoviridae	Amino acid metabolism
PN13RO|k141_1544917	K00558	Siphoviridae	Amino acid metabolism
PN3CG|k141_1599868	K04115	Unclassified	Xenobiotics biodegradation and metabolism
PN1RC|k141_3086170	K00390	Quimbyviridae	Energy metabolism
PN1RC|k141_3086170	K09882	Quimbyviridae	Metabolism of cofactors and vitamins
PN1RC|k141_3086170	K00558	Quimbyviridae	Amino acid metabolism
PN1RC|k141_3086170	K01771	Quimbyviridae	Carbohydrate metabolism
PN7RA|k141_817405	K00390	Siphoviridae	Energy metabolism
PN7RA|k141_817405	K00789	Siphoviridae	Amino acid metabolism
PN11RK|k141_1840791	K00558	Unclassified	Amino acid metabolism
PN15RF|k141_1015926	K01784	Unclassified	Carbohydrate metabolism
PN8RR|k141_837624	K00789	Siphoviridae	Amino acid metabolism
PN7RL|k141_476843	K06920	Siphoviridae	Metabolism of cofactors and vitamins
PN7RL|k141_476843	K01737	Siphoviridae	Metabolism of cofactors and vitamins
PN7RL|k141_476843	K10026	Siphoviridae	Metabolism of cofactors and vitamins
PN7RL|k141_476843	K01495	Siphoviridae	Metabolism of cofactors and vitamins
PN13RT|k141_1360987	K00764	Siphoviridae	Nucleotide metabolism
PN8RM|k141_1671131	K00390	Unclassified	Energy metabolism
PN11RC|k141_2275486_1	K01495	Siphoviridae	Metabolism of cofactors and vitamins
PN11RC|k141_2275486_1	K10026	Siphoviridae	Metabolism of cofactors and vitamins
PN11RC|k141_2275486_1	K01737	Siphoviridae	Metabolism of cofactors and vitamins
PN11RC|k141_2275486_1	K06920	Siphoviridae	Metabolism of cofactors and vitamins
PN11RC|k141_2275486_1	K00558	Siphoviridae	Amino acid metabolism
PN11RC|k141_2275486_1	K06167	Siphoviridae	Metabolism of other amino acids
PN3LA|k141_1791630	K01737	Unclassified	Metabolism of cofactors and vitamins
PN3LA|k141_1791630	K10026	Unclassified	Metabolism of cofactors and vitamins
PN3LA|k141_1791630	K01495	Unclassified	Metabolism of cofactors and vitamins
PN3LA|k141_1791630	K06920	Unclassified	Metabolism of cofactors and vitamins
PN5RG|k141_429102_1	K17398	Unclassified	Amino acid metabolism
PN1RL|k141_1701153_1	K00789	Siphoviridae	Amino acid metabolism
PN16RC|k141_623942_1	K00558	Quimbyviridae	Amino acid metabolism
PN16RC|k141_623942_1	K00390	Quimbyviridae	Energy metabolism
PN2RA|k141_249879_1	K00789	Myoviridae	Amino acid metabolism
PN2RA|k141_249879_1	K01243	Myoviridae	Amino acid metabolism
PN8RF|k141_1002309_fragment_1	K00558	Siphoviridae	Amino acid metabolism
PN8RF|k141_1002309_fragment_1	K06131	Siphoviridae	Lipid metabolism
PN3RG|k141_1681831	K00789	Unclassified	Amino acid metabolism
PN12RJ|k141_187387	K00558	Unclassified	Amino acid metabolism
PN6RQ|k141_1662591	K00390	Myoviridae	Energy metabolism
PN1RI|k141_608887	K02536	Podoviridae_crAss-like	Glycan biosynthesis and metabolism
PN1RI|k141_608887	K23144	Podoviridae_crAss-like	Carbohydrate metabolism
PN1CF|k141_802773	K21029	Unclassified	"Folding, sorting and degradation"
PN10RT|k141_833600_1	K00558	Siphoviridae	Amino acid metabolism
PN10RT|k141_833600_1	K06167	Siphoviridae	Metabolism of other amino acids
PN14RM|k141_340305	K00059	Siphoviridae	Lipid metabolism
PN10RO|k141_1097065_1	K06167	Unclassified	Metabolism of other amino acids
PN10RO|k141_1097065_1	K00390	Unclassified	Energy metabolism
PN1RL|k141_2131902	K00558	Unclassified	Amino acid metabolism
PN7RQ|k141_1861587	K00390	Siphoviridae	Energy metabolism
PN10RT|k141_1458800	K20170	Siphoviridae	Metabolism of cofactors and vitamins
PN10RT|k141_1458800	K00789	Siphoviridae	Amino acid metabolism
PN13RE|k141_1263466_1	K00390	Myoviridae	Energy metabolism
PN16RM|k141_1372058	K00558	Unclassified	Amino acid metabolism
PN11RJ|k141_837509	K08281	Podoviridae_crAss-like	Metabolism of cofactors and vitamins
PN11RJ|k141_837509	K00969	Podoviridae_crAss-like	Metabolism of cofactors and vitamins
PN11RJ|k141_837509	K00763	Podoviridae_crAss-like	Metabolism of cofactors and vitamins
PN11RJ|k141_837509	K01916	Podoviridae_crAss-like	Metabolism of cofactors and vitamins
PN1RE|k141_1784498	K00558	Flandersviridae	Amino acid metabolism
PN1RE|k141_1784498	K06896	Flandersviridae	Carbohydrate metabolism
PN5GD|k141_66651_1	K01921	Unclassified	Metabolism of other amino acids
PN13RP|k141_502175	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN5RA|k141_1055532_1	K03476	Unclassified	Carbohydrate metabolism
PN2RC|k141_2216679	K00558	Siphoviridae	Amino acid metabolism
PN16RF|k141_351229	K00558	Unclassified	Amino acid metabolism
PN3RA|k141_2501584	K01737	Myoviridae	Metabolism of cofactors and vitamins
PN3RA|k141_2501584	K10026	Myoviridae	Metabolism of cofactors and vitamins
PN3RA|k141_2501584	K06920	Myoviridae	Metabolism of cofactors and vitamins
PN3RA|k141_2501584	K01495	Myoviridae	Metabolism of cofactors and vitamins
PN13RK|k141_1761120	K04487	Siphoviridae	Metabolism of cofactors and vitamins
PN10RF|k141_140630	K03273	Podoviridae_crAss-like	Glycan biosynthesis and metabolism
PN1RF|k141_1245141	K00390	Unclassified	Energy metabolism
PN1RF|k141_1245141	K00390	Unclassified	Energy metabolism
PN7RA|k141_352606	K23144	Unclassified	Carbohydrate metabolism
PN16RE|k141_692188	K02078	Podoviridae_crAss-like	Lipid metabolism
PN9RJ|k141_47302	K00287	Myoviridae	Metabolism of cofactors and vitamins
PN1RH|k141_1989725_1	K00789	Siphoviridae	Amino acid metabolism
GY2|NODE_24_1	K00558	Siphoviridae	Amino acid metabolism
PN12RD|k141_1509333	K00390	Siphoviridae	Energy metabolism
PN14RE|k141_73074	K00390	Siphoviridae	Energy metabolism
PN5CA|k141_314704	K00390	Myoviridae	Energy metabolism
PN11RF|k141_1614880	K00820	Podoviridae_crAss-like	Carbohydrate metabolism
PN11RF|k141_1614880	K03462	Podoviridae_crAss-like	Metabolism of cofactors and vitamins
PN11RF|k141_1614880	K09458	Podoviridae_crAss-like	Lipid metabolism
PN11RF|k141_1614880	K02078	Podoviridae_crAss-like	Lipid metabolism
PN8RD|k141_1315677	K09882	Siphoviridae	Metabolism of cofactors and vitamins
PN8RD|k141_1315677	K00568	Siphoviridae	Metabolism of cofactors and vitamins
PN8RD|k141_1315677	K22227	Siphoviridae	Metabolism of cofactors and vitamins
PN1LG|k141_46922_1	K06167	Unclassified	Metabolism of other amino acids
PN15RA|k141_679190	K01703	Podoviridae	Carbohydrate metabolism
PN3CD|k141_1355898_1	K01046	Myoviridae	Lipid metabolism
PN16RG|k141_1751485	K00558	Unclassified	Amino acid metabolism
