DATASET_GRADIENT
#In gradient datasets, each ID is associated to a single numeric value which is converted to a colored box based on the gradient defined.

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throught this file.
SEPARATOR TAB
#SEPARATOR SPACE
#SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL	completeness
PN14RQ_k141_858259_fragment_1	55.46
PN3CA_k141_1769339	62.52
PN3CF_k141_183654	100
PN3LA_k141_789943	100
PN6RA_k141_2107934	100
PN3LE_k141_1563052	97.75
PN1CL_k141_746582	84.58
PN5LH_k141_706478	100
PN13RC_k141_1815245	83.31
PN13RL_k141_621970	100
PN1LI_k141_1155080	100
PN13RS_k141_885788	100
PN1RI_k141_630154	89.19
PN11RN_k141_2476306	100
PN16RL_k141_1282845	56.74
PN2RB_k141_989366	55.34
PN2RH_k141_226178	95.1
PN3CF_k141_1564340	100
PN5CG_k141_711008	100
PN5DD_k141_33464	100
PN6RQ_k141_409182	84.19
PN7RP_k141_1692573	100
PN16RF_k141_1333734	92.89
PN1RA_k141_4149066	100
PN7RO_k141_1622921	76.73
PN10RL_k141_1424738	82.42
PN13RI_k141_732467	61.36
PN14RO_k141_1364616	60.6
PN1GG_k141_82693	62.28
PN3CF_k141_1026870	100
PN5RG_k141_327956	51.29
PN6RR_k141_1172334	100
PN7RE_k141_1549625	63.75
PN7RI_k141_1696966	97.36
PN6RL_k141_298133	63.65
PN13RP_k141_16779	67.62
PN5IC_k141_36795	56.05
PN5RG_k141_17238	100
PN6RI_k141_423894	75.98
PN10RO_k141_1110866_1	87.27
PN11RL_k141_1121320	100
PN12RD_k141_1705689	87.16
PN14RO_k141_328514	52.43
PN1CJ_k141_1429668	57.46
PN1RB_k141_2170632	50.96
PN1RC_k141_3086170	96.61
PN1RC_k141_3544081	100
PN2RJ_k141_318254	100
PN3CF_k141_1976211	66.39
PN3GG_k141_23767	100
PN5RA_k141_1144443	58.6
PN5RG_k141_40466	56.65
PN6RL_k141_1631536	74.69
PN6RO_k141_1337588	98.83
PN16RH_k141_2273934	89.86
PN1CA_k141_375461	100
PN1CL_k141_922695	89.01
PN8RM_k141_243608	100
PN13RK_k141_2001122	100
PN4RA_k141_4387	100
PN13RG_k141_1014282	94.69
PN1RE_k141_1664124	69.36
PN2CA_k141_297622	100
PN10RF_k141_692979	89.79
PN10RG_k141_1449370	100
PN10RO_k141_235778	85.58
PN10RP_k141_1192155	96.42
PN10RT_k141_954461	60.29
PN11RN_k141_1535860	100
PN13RR_k141_1607824	100
PN14RE_k141_971511	100
PN14RK_k141_578957	100
PN15RB_k141_165751	100
PN15RP_k141_530656	100
PN16RC_k141_753028	80.35
PN16RE_k141_729557	79.88
PN16RL_k141_10306	51.85
PN16RU_k141_960560	100
PN1CI_k141_1137705	100
PN1CK_k141_488430	95.86
PN1GC_k141_298273	100
PN1JE_k141_370397	87.11
PN1JH_k141_157962	71.13
PN1JH_k141_50316	100
PN1RC_k141_1355128	82.67
PN1RF_k141_1367691	100
PN2RC_k141_653079	61.35
PN3CF_k141_2147908	81.53
PN3GD_k141_395894	99.18
PN3LA_k141_1615724	100
PN3RD_k141_1132537	61.26
PN3RD_k141_1264172_1	75.07
PN4RA_k141_744494	82.67
PN4RD_k141_1038336	59.61
PN4RD_k141_1336811	82.02
PN5CB_k141_261046_1	100
PN5CC_k141_140796	89.19
PN5CC_k141_527268_1	53.97
PN5CE_k141_651158_1	61.97
PN5JC_k141_30067	100
PN5RG_k141_1041954	100
PN5RH_k141_483774	87.04
PN6RI_k141_1506379	100
PN7RH_k141_1263463	87.88
PN7RL_k141_547223_1	98.09
PN7RO_k141_1281476	83.08
PN8RE_k141_751563	97.72
PN8RH_k141_824835	64.38
PN8RI_k141_679878	100
PN8RN_k141_175899	100
PN9RJ_k141_581004	65.2
R99_NODE_131	96.75
PN3RH_k141_2702463	69.87
PN5RB_k141_156801	88.78
PN6RI_k141_964485	100
PN13RT_k141_536764	97.97
PN14RS_k141_589408_1	60.98
PN1CJ_k141_398312	68.76
PN3LA_k141_1347883	100
PN5LF_k141_301511_1	100
PN5RB_k141_459111	100
PN6RF_k141_448990_1	96.29
PN8RD_k141_1315677	100
PN8RL_k141_1627897	88.92
PN8RQ_k141_1446964	100
PN13RQ_k141_1573981	100
PN13RQ_k141_278870	92.22
PN14RM_k141_1121379	52.66
PN14RP_k141_27912_fragment_1	61.91
CH38_NODE_187	100
J1071_NODE_7_1	75.06
MR5_NODE_6_1	100
PN10RA_k141_1009506_1	75.68
PN10RA_k141_1358530	100
PN10RA_k141_70410	76.36
PN10RB_k141_1107910_1	100
PN10RD_k141_1855552	93.77
PN10RH_k141_81112	59.2
PN10RK_k141_2267821	100
PN10RL_k141_1527360	100
PN10RS_k141_1757282	61.31
PN10RT_k141_16193	73.21
PN11RB_k141_1745864	82.68
PN11RD_k141_2217729_1	100
PN11RI_k141_611457	100
PN11RM_k141_2935842	100
PN11RM_k141_540352	98.07
PN12RA_k141_1663877	100
PN12RE_k141_1166580	50.87
PN12RH_k141_857962	100
PN13RA_k141_2200894	88.55
PN13RG_k141_1407701_1	53.83
PN13RL_k141_1687527	85.33
PN13RQ_k141_615545	78.96
PN13RS_k141_158144	51.77
PN13RT_k141_870770_1	79.52
PN14RE_k141_688053	100
PN14RH_k141_149009	62.78
PN14RJ_k141_252283	100
PN14RJ_k141_545677	99.33
PN14RK_k141_706011	80.45
PN15RA_k141_399944	90.95
PN15RC_k141_611370	70.32
PN16RD_k141_393367	60.81
PN16RE_k141_396079	73.57
PN16RE_k141_781582	100
PN16RK_k141_2098496	63.87
PN16RL_k141_890864	100
PN16RM_k141_1626515	96.9
PN16RN_k141_1105375	74.7
PN16RN_k141_750242	100
PN16RO_k141_2375813	59.58
PN16RP_k141_176198	54.75
PN16RQ_k141_2077850	89.53
PN16RR_k141_167785	82.34
PN16RV_k141_1676898	50.01
PN1CD_k141_1025801	100
PN1CH_k141_432750	67.27
PN1CK_k141_907661	72.46
PN1CL_k141_851753	65.99
PN1GE_k141_343199	100
PN1GG_k141_173731	82.5
PN1GG_k141_318706	100
PN1GK_k141_122190	87.91
PN1GL_k141_103105	100
PN1GL_k141_38017	100
PN1JI_k141_75436	100
PN1LC_k141_773302	54.73
PN1LD_k141_1008642	69.6
PN1LG_k141_573662	100
PN1LH_k141_1027803	100
PN1RA_k141_1188900_1	90.07
PN1RA_k141_3705254	87.68
PN1RD_k141_1313555	100
PN1RE_k141_1433269	78.74
PN1RE_k141_1521330	100
PN1RE_k141_220890	100
PN1RE_k141_320625	100
PN1RH_k141_124372	89.94
PN1RH_k141_1454225_1	98.48
PN1RH_k141_1536849_1	70.4
PN1RH_k141_2968992	78.13
PN1RH_k141_713912	67.21
PN1RI_k141_389764	100
PN1RJ_k141_1764098	100
PN1RK_k141_472127	90.49
PN1RL_k141_323105	100
PN1RL_k141_802245	59.72
PN2GC_k141_256073	65.9
PN2LF_k141_457746	93.13
PN2RE_k141_121990	82.12
PN2RE_k141_2306930_1	100
PN3CA_k141_390261	99.22
PN3CC_k141_2173093	100
PN3CC_k141_2599980	61.92
PN3CE_k141_382740	86.21
PN3CF_k141_1575949	58.01
PN3CF_k141_51333	64.9
PN3DG_k141_21187	79.46
PN3DG_k141_300570	100
PN3DG_k141_392799	100
PN3JA_k141_138795	78.7
PN3LE_k141_752456	100
PN3LH_k141_624329_1	80.82
PN3RD_k141_1977898	71.94
PN3RD_k141_2204566	69.16
PN3RE_k141_1061631	100
PN3RE_k141_1443466	63.99
PN3RF_k141_1619508	90.99
PN3RG_k141_2173755_1	90.41
PN4RA_k141_15857	100
PN4RH_k141_478335_1	83.23
PN4RH_k141_994008_1	91.48
PN5CA_k141_660850	53.93
PN5CD_k141_625085	56.71
PN5CE_k141_511662	100
PN5CH_k141_31305	95.21
PN5IE_k141_65911	91.64
PN5LF_k141_777742	100
PN5LH_k141_262130	100
PN5RA_k141_266514_1	82.04
PN5RC_k141_135445_1	97.92
PN5RG_k141_69413	100
PN6RA_k141_1625779	100
PN6RB_k141_1405696	84
PN6RG_k141_802421	59.46
PN6RM_k141_603753	100
PN6RO_k141_440031_1	90.37
PN6RO_k141_691402	100
PN6RQ_k141_1283042_1_fragment_1	92.3
PN6RR_k141_1477052	100
PN7RB_k141_494803_1	100
PN7RB_k141_566729	100
PN7RD_k141_1051714	100
PN7RE_k141_1084570	100
PN7RF_k141_333289	99.93
PN7RK_k141_784028	100
PN7RL_k141_574037	54.52
PN7RM_k141_471039	90.39
PN7RO_k141_1162999	69.37
PN7RO_k141_1695183	100
PN7RO_k141_280888	67.81
PN8RC_k141_809804_1	88.3
PN8RF_k141_1002309_fragment_1	58.19
PN8RF_k141_1171496	100
PN8RF_k141_943175	94.07
PN8RI_k141_1266294	67.39
PN8RI_k141_446867	100
PN8RJ_k141_321283	86.81
PN8RK_k141_348541	98.98
PN8RM_k141_1732426	62.26
PN8RS_k141_1017623	100
PN8RS_k141_882908	100
PN9RD_k141_1241581	83.5
PN9RE_k141_79029	100
PN9RJ_k141_512882	51.91
PN9RQ_k141_1850217	100
PN9RQ_k141_893481	68.95
Q21_NODE_20	70.03
PN10RF_k141_1253203_1	100
PN13RR_k141_312393	67.78
PN1RB_k141_187696	66.33
PN2CB_k141_509643	100
PN3CA_k141_48453_1	100
PN3RE_k141_2050610	63.84
PN5LF_k141_777765	100
PN5RG_k141_786192	73.92
PN6RC_k141_247133	76.18
PN6RI_k141_817900	82.6
PN1CI_k141_168769	91.13
PN6RD_k141_1018786	100
PN15RE_k141_4251	82.6
PN16RC_k141_623942_1	99.19
PN10RL_k141_52239	100
PN10RR_k141_331744	100
PN13RI_k141_1793612	100
PN13RM_k141_783761	100
PN14RS_k141_832764	100
PN14RT_k141_540033	50.35
PN15RG_k141_820932	52.81
PN16RM_k141_384964	100
PN1LH_k141_1557523	100
PN1RB_k141_3341536	93.94
PN1RL_k141_440067_1	71.82
PN3LD_k141_742240_1	95.82
PN5CA_k141_68343	94.32
PN5LA_k141_126812	100
PN5LB_k141_25717_1	100
PN5RE_k141_1091074	100
PN5RH_k141_545367	93.7
PN6RT_k141_457556	100
PN7RG_k141_1226339_1	100
PN8RD_k141_396277	92.18
PN8RF_k141_1119899	100
PN8RH_k141_292905	63.58
PN8RO_k141_1457006	100
PN8RR_k141_841908	100
PN10RO_k141_1097065_1	100
PN13RQ_k141_1230258_1	100
PN14RE_k141_1087465	52.9
PN15RB_k141_1065839_1	83.37
PN15RI_k141_199759	100
PN1LC_k141_1844129	100
PN2LD_k141_1777483	100
PN3CA_k141_194849	52.15
PN4RF_k141_383589	79.31
PN5RE_k141_517819_1	100
PN8RL_k141_96936	57.05
PN8RM_k141_1773463	100
PN8RS_k141_1560205	100
CH1_NODE_2_1	89.7
G66_NODE_9_1	84.26
GY2_NODE_15_1	76.65
H198_NODE_12_1	100
H35_NODE_4_1	68.91
J1047_NODE_1_1	100
J1121_NODE_9_1	63.74
J113_NODE_10_1	100
J1362_NODE_3_1	100
J1365_NODE_2_1	97.02
J433_NODE_22	100
J607_NODE_4_1	100
K297_NODE_12_1	98.15
LY5_NODE_8_1	91.35
MR53_NODE_2_1	100
PN10RA_k141_1041235_1	100
PN10RA_k141_1808564	81.77
PN10RA_k141_566653	89.75
PN10RA_k141_710348_fragment_1	88.84
PN10RB_k141_19309	100
PN10RB_k141_558530	100
PN10RC_k141_1746601	100
PN10RC_k141_691613	59.42
PN10RF_k141_296775_1	100
PN10RH_k141_1500470	69.32
PN10RI_k141_52736	100
PN10RJ_k141_1003606	86.03
PN10RJ_k141_1465580	85.82
PN10RJ_k141_303951	100
PN10RK_k141_575665	100
PN10RK_k141_722650	91.18
PN10RL_k141_1719488	100
PN10RL_k141_1760908	95.39
PN10RL_k141_179092_1	55.65
PN10RL_k141_781691	99.05
PN10RM_k141_1445099_1	64.4
PN10RO_k141_1159559_1	97.03
PN10RO_k141_719054	100
PN10RO_k141_873035	60.42
PN10RP_k141_1203199_1	100
PN10RQ_k141_1567984	53.94
PN10RR_k141_289045	100
PN11RD_k141_913945	63.6
PN11RE_k141_1684690	53.31
PN11RE_k141_1867749	69.46
PN11RE_k141_2193118	100
PN11RF_k141_2020053	84.83
PN11RF_k141_2498614_1	81.26
PN11RG_k141_1412603	100
PN11RG_k141_1956374	79.16
PN11RG_k141_2312877_1	60.66
PN11RH_k141_1655963	100
PN11RI_k141_1439699	100
PN11RI_k141_1594643	100
PN11RI_k141_2213543	100
PN11RI_k141_370488	87.18
PN11RI_k141_588403	88.94
PN11RI_k141_904006	81.19
PN11RI_k141_918064_1	91.91
PN11RJ_k141_2121391_1	82.79
PN11RK_k141_1376918	95.3
PN11RK_k141_1840791	100
PN11RK_k141_2789928_fragment_2	71.89
PN11RL_k141_2405609_1	89.65
PN11RL_k141_2671701	100
PN11RM_k141_1525891	62.03
PN12RA_k141_1616049	100
PN12RA_k141_1658868	99.88
PN12RA_k141_939738	65.01
PN12RB_k141_1485626	100
PN12RC_k141_1005560	94.43
PN12RC_k141_1042439	100
PN12RC_k141_1056741	94.01
PN12RC_k141_1281605	86.49
PN12RD_k141_1509333	77.9
PN12RD_k141_1661800	65.85
PN12RD_k141_502746	89.6
PN12RD_k141_580629	58.29
PN12RE_k141_142234	100
PN12RG_k141_1342447	81.15
PN12RG_k141_87488	86.4
PN12RH_k141_135636	74.96
PN12RJ_k141_187387	86.57
PN12RJ_k141_344860	100
PN13RA_k141_133115	56.69
PN13RA_k141_1352655	50.68
PN13RC_k141_247128	71.24
PN13RE_k141_1129886	100
PN13RE_k141_1263466_1	87.3
PN13RE_k141_521551	71.56
PN13RE_k141_941482	100
PN13RF_k141_5278	50.29
PN13RH_k141_2171396	90.88
PN13RI_k141_1591433	79.29
PN13RI_k141_217306	74.8
PN13RI_k141_239335	70.81
PN13RI_k141_543612	93.81
PN13RI_k141_565106	72.58
PN13RJ_k141_213519	81
PN13RK_k141_1590112	100
PN13RM_k141_130381_1	82.64
PN13RM_k141_1891127	100
PN13RM_k141_37173	52.66
PN13RN_k141_1083873	96.66
PN13RN_k141_1855542	67.83
PN13RN_k141_1966076	100
PN13RO_k141_1027099	100
PN13RO_k141_1040795	100
PN13RO_k141_1166741_1	60.77
PN13RO_k141_1544917	72.58
PN13RO_k141_438750	79.97
PN13RO_k141_613435	82.95
PN13RP_k141_511325_1	79.61
PN13RQ_k141_1008874	97.8
PN13RR_k141_1828686	60.89
PN13RR_k141_467010	100
PN13RS_k141_971043	100
PN13RT_k141_1342196	85.91
PN13RT_k141_1360987	78.09
PN13RT_k141_632115	100
PN13RT_k141_826743	100
PN13RU_k141_1611605	81.24
PN13RU_k141_65811	70.68
PN14RB_k141_1567630	100
PN14RB_k141_579942	72.88
PN14RB_k141_822359	95.69
PN14RC_k141_948108	100
PN14RD_k141_833965	62.38
PN14RE_k141_424524	58.75
PN14RE_k141_73074	79.43
PN14RE_k141_99212	66.49
PN14RF_k141_1259262	87.36
PN14RF_k141_499862_1	100
PN14RF_k141_691655	100
PN14RH_k141_1420007	100
PN14RH_k141_1446393	51.72
PN14RI_k141_2021711	76.78
PN14RJ_k141_1322006	64.44
PN14RJ_k141_25439	94.41
PN14RK_k141_1756206	100
PN14RM_k141_1089501_1	100
PN14RM_k141_1215953	71.36
PN14RM_k141_340305	87.21
PN14RM_k141_658467	100
PN14RM_k141_841894	63.27
PN14RM_k141_908153	56.12
PN14RN_k141_1011806_1	55.84
PN14RN_k141_1174776	58.88
PN14RN_k141_1263717_1	60.85
PN14RN_k141_979263	100
PN14RO_k141_820226	100
PN14RQ_k141_728187	71.13
PN14RQ_k141_993079	100
PN14RR_k141_100095	59.91
PN14RT_k141_354302_1	79.95
PN15RA_k141_4599	100
PN15RA_k141_528186	79.59
PN15RB_k141_852833	52.41
PN15RC_k141_1159300	94.46
PN15RE_k141_477799	52.18
PN15RE_k141_563086	60.89
PN15RE_k141_885705_1	51.99
PN15RF_k141_1027853	88.61
PN15RF_k141_1067512	100
PN15RF_k141_1232456	63.65
PN15RF_k141_347714	100
PN15RG_k141_1319005	100
PN15RG_k141_724541	74.48
PN15RH_k141_872876	96.48
PN15RI_k141_1085109	100
PN15RI_k141_1132865	100
PN15RN_k141_696949	82.97
PN15RO_k141_1303532	100
PN15RO_k141_974444	73.8
PN16RA_k141_1216877	91.18
PN16RA_k141_1472926	77.25
PN16RA_k141_2091094	76.79
PN16RA_k141_2158984	80.99
PN16RA_k141_782149	100
PN16RC_k141_1034310	100
PN16RC_k141_188200	100
PN16RC_k141_457306	92.15
PN16RD_k141_1186511	100
PN16RE_k141_1152758	55.91
PN16RE_k141_1303285	60.77
PN16RE_k141_1485932	100
PN16RE_k141_1662186	100
PN16RE_k141_16676	58.36
PN16RE_k141_262067	100
PN16RE_k141_692188	100
PN16RE_k141_749662	66.44
PN16RH_k141_1777642	100
PN16RH_k141_2020249	95.65
PN16RH_k141_240247	95.84
PN16RI_k141_467590	100
PN16RJ_k141_122000	89.63
PN16RJ_k141_2060264	100
PN16RK_k141_1267035	100
PN16RL_k141_1546703	98.95
PN16RL_k141_854553	87.94
PN16RN_k141_1041118	56.06
PN16RN_k141_485721	100
PN16RN_k141_946235	100
PN16RO_k141_466326_1	73.24
PN16RO_k141_813693	100
PN16RP_k141_1578427	57.21
PN16RP_k141_602364	100
PN16RQ_k141_2066453_1	93.61
PN16RV_k141_1830654	100
PN16RV_k141_289434	83.21
PN1CA_k141_1654912	100
PN1CA_k141_708544	100
PN1CB_k141_623707	89.85
PN1CC_k141_985418	100
PN1CD_k141_1205765	100
PN1CD_k141_1900290	59.19
PN1CD_k141_1901217	100
PN1CD_k141_312920	98.64
PN1CD_k141_394207	66
PN1CE_k141_359237	84.11
PN1CF_k141_159057	100
PN1CG_k141_384633	100
PN1CG_k141_428427	100
PN1CG_k141_680684	97.91
PN1CG_k141_71434	54.18
PN1CH_k141_167370	84.24
PN1CH_k141_340193	74.11
PN1CI_k141_713826	100
PN1CK_k141_1013677	100
PN1CK_k141_6098	100
PN1CL_k141_1205523	66.26
PN1CL_k141_1296381	67.39
PN1CL_k141_559533	55.48
PN1CL_k141_887292	100
PN1DC_k141_212255	100
PN1DJ_k141_19856	55.39
PN1GD_k141_138660_1	96.1
PN1GE_k141_151069	69.17
PN1GG_k141_407370	52.97
PN1GH_k141_209348_1	79.89
PN1GH_k141_220124	100
PN1GJ_k141_182730	94.24
PN1GJ_k141_367413	83.63
PN1GJ_k141_371587_1	94.54
PN1GK_k141_207041	64.22
PN1JH_k141_34783	87.67
PN1LD_k141_1754591	100
PN1LD_k141_934251	98.43
PN1LE_k141_255890	97.59
PN1LG_k141_116881	100
PN1LG_k141_136149	50
PN1LG_k141_219046	100
PN1LG_k141_849841	100
PN1LH_k141_791062	50.21
PN1LI_k141_778667	100
PN1LI_k141_995855	100
PN1LJ_k141_633328	88.38
PN1LJ_k141_670607	55.97
PN1RA_k141_1045131	52.52
PN1RA_k141_1554209	93.41
PN1RA_k141_990630	100
PN1RB_k141_109241	87.07
PN1RB_k141_2170370	70.03
PN1RB_k141_2635681	72.99
PN1RB_k141_3183071	53.84
PN1RB_k141_359268	100
PN1RC_k141_1008184	100
PN1RC_k141_1329926	100
PN1RC_k141_3016065	55.84
PN1RD_k141_1647678	54.76
PN1RD_k141_2893035	90.3
PN1RD_k141_49004	100
PN1RE_k141_1783984	66.96
PN1RE_k141_26118	66.38
PN1RE_k141_678223	100
PN1RE_k141_915842	51.66
PN1RE_k141_958800	50.93
PN1RF_k141_51530	53.97
PN1RG_k141_479762	65.99
PN1RH_k141_1269626	78.64
PN1RH_k141_1274566	51.61
PN1RH_k141_1951773	75.59
PN1RH_k141_392864	94.55
PN1RH_k141_539546	55.29
PN1RI_k141_1028619	100
PN1RI_k141_1382870	85.05
PN1RI_k141_292079	82.5
PN1RI_k141_457342	70.19
PN1RI_k141_944520	64.02
PN1RJ_k141_27383	74.55
PN1RK_k141_1664929	51.9
PN1RK_k141_2812414	97
PN1RK_k141_2832943	53.13
PN1RL_k141_1096545	100
PN1RL_k141_1963114	56.2
PN1RL_k141_2131902	100
PN1RL_k141_615930	100
PN2CB_k141_197642	69.61
PN2CB_k141_2346237	100
PN2CC_k141_2019315	100
PN2CG_k141_818479	68.64
PN2CJ_k141_254222	88.89
PN2GC_k141_301286_1	54.34
PN2GC_k141_310173	100
PN2GC_k141_387451	84.84
PN2GJ_k141_102532	89.88
PN2IE_k141_9706_1	72.99
PN2JD_k141_346879	94.84
PN2LA_k141_237341	67.83
PN2LI_k141_1619864	65.16
PN2RA_k141_2623216	100
PN2RG_k141_159238	94.51
PN2RG_k141_439579	66.11
PN2RG_k141_439826	65.43
PN2RG_k141_524246	51.3
PN2RG_k141_598899_1	93.77
PN2RH_k141_1808559	62.83
PN2RH_k141_2555498	54.97
PN3CA_k141_832697	82.49
PN3CB_k141_1019777	100
PN3CB_k141_1953516	92.27
PN3CD_k141_1295373_1	84.82
PN3CD_k141_223730	50.54
PN3CE_k141_10097	71.01
PN3CF_k141_1869057	72.47
PN3CF_k141_659513	100
PN3CF_k141_726552	72.63
PN3CG_k141_580688	86.42
PN3CG_k141_625098	57.58
PN3DG_k141_102125_1	100
PN3DG_k141_230299	58.85
PN3DG_k141_310247	100
PN3DG_k141_336931	100
PN3DG_k141_53324	55.6
PN3DG_k141_89532	59.62
PN3GA_k141_155068	100
PN3GB_k141_427642	74.21
PN3GD_k141_955631	63.37
PN3JA_k141_134333_1	92.01
PN3JD_k141_270017	51.28
PN3LA_k141_122690	100
PN3LB_k141_135485	52.85
PN3LB_k141_348410	100
PN3LB_k141_568232	73.6
PN3LC_k141_1201584	100
PN3LC_k141_2376978	96.43
PN3LD_k141_131447_1	92.66
PN3LE_k141_194468_1	96.61
PN3LF_k141_568477	96.83
PN3LH_k141_2480863	100
PN3LH_k141_708116	100
PN3RB_k141_1114112	89.26
PN3RD_k141_1780537_1	95.45
PN3RD_k141_888777	65.27
PN3RE_k141_1116381_1	84.31
PN3RE_k141_719427	84.08
PN3RE_k141_753278	51.71
PN3RF_k141_146924	76.19
PN3RF_k141_1713400	76.05
PN3RF_k141_245775	60.11
PN3RF_k141_3568528	100
PN3RF_k141_429597	70.61
PN3RF_k141_910095	92.36
PN3RG_k141_239098	97.83
PN3RG_k141_510562_1	100
PN4RA_k141_1423728	100
PN4RC_k141_1297131	100
PN4RC_k141_1979397	100
PN4RC_k141_490625	100
PN4RD_k141_140468	100
PN4RD_k141_1406870	100
PN4RE_k141_106470	78.76
PN4RE_k141_1882672	100
PN4RG_k141_1377671	89.8
PN4RH_k141_1221742	98.47
PN4RH_k141_1506183	100
PN4RH_k141_570929	71.16
PN5CA_k141_592638	100
PN5CB_k141_351246_1	97.27
PN5CB_k141_424732	51.68
PN5CC_k141_111826	66.75
PN5CC_k141_313094_1	52.03
PN5CC_k141_404087	53.76
PN5CD_k141_117332	100
PN5CF_k141_357173	100
PN5CG_k141_411790	100
PN5CH_k141_43157	51.61
PN5GG_k141_615093	90.96
PN5JD_k141_211777	100
PN5LA_k141_201479_1	62.56
PN5LB_k141_57906	68.7
PN5LE_k141_25981	65.12
PN5LE_k141_456910_1	60.23
PN5LE_k141_478709	100
PN5LG_k141_131526	67.91
PN5LG_k141_307343	55.72
PN5LG_k141_445741	100
PN5LH_k141_674212	100
PN5RA_k141_463198	100
PN5RB_k141_980827	100
PN5RC_k141_542528	100
PN5RD_k141_374252	77.03
PN5RD_k141_689835_1	100
PN5RD_k141_915067	65.67
PN5RE_k141_1091067	100
PN5RE_k141_610336_fragment_1	64.04
PN5RE_k141_662491	100
PN5RF_k141_131739_1	85.39
PN5RF_k141_223830_fragment_2	56.26
PN5RF_k141_89759	100
PN5RG_k141_1041932	100
PN5RG_k141_466667_1	71.58
PN6RA_k141_1875775	88.79
PN6RA_k141_580130	65.91
PN6RB_k141_1470258_1	88.42
PN6RD_k141_1685719	100
PN6RD_k141_902022	100
PN6RE_k141_1369099	64.78
PN6RF_k141_1255019	100
PN6RF_k141_1444222	100
PN6RF_k141_900960	100
PN6RG_k141_1435022	64.5
PN6RG_k141_598587	74.39
PN6RG_k141_93475	100
PN6RI_k141_1773155_1	100
PN6RL_k141_1560894_1	96.91
PN6RL_k141_1625672	100
PN6RO_k141_1074403	95.6
PN6RQ_k141_1170329_1	83.02
PN6RQ_k141_1797231_1	98.81
PN6RQ_k141_404369	66.05
PN6RR_k141_365784	57.35
PN6RR_k141_951171	81.06
PN6RS_k141_139889	67.6
PN7RC_k141_1577550	100
PN7RC_k141_2058668	71.32
PN7RD_k141_721189	99.27
PN7RE_k141_1587084	100
PN7RF_k141_1185523	63.69
PN7RF_k141_1694725	100
PN7RF_k141_680443_1	100
PN7RG_k141_1370186	57.55
PN7RG_k141_321675	91.15
PN7RH_k141_1431146	65.98
PN7RI_k141_335627_1	50.71
PN7RI_k141_566264	72.36
PN7RJ_k141_833167	100
PN7RK_k141_2281091	99.71
PN7RL_k141_1369860	98.68
PN7RL_k141_1619953	100
PN7RL_k141_51136	55.42
PN7RN_k141_1856377	70.47
PN7RO_k141_171157	100
PN7RO_k141_259275	62.61
PN7RO_k141_396886	100
PN7RP_k141_169646	92.44
PN7RQ_k141_1861587	95.83
PN7RQ_k141_763731	52.12
PN7RT_k141_1276693	100
PN7RT_k141_1495462	54.63
PN7RT_k141_1880644	71.7
PN7RT_k141_1908550	100
PN7RT_k141_917559	77.76
PN7RU_k141_396071	81.06
PN7RV_k141_1317608	100
PN7RV_k141_205186	62.61
PN7RV_k141_233694	93.19
PN7RV_k141_649190	92.69
PN8RA_k141_1396415	58.93
PN8RA_k141_344685	100
PN8RB_k141_112939	94.7
PN8RC_k141_1034498	100
PN8RC_k141_1126715	100
PN8RC_k141_196357	74.46
PN8RC_k141_6677	77.42
PN8RC_k141_981860	52.17
PN8RD_k141_528535	62.99
PN8RE_k141_1157814	100
PN8RE_k141_1306921	58.12
PN8RF_k141_1192782	82.37
PN8RF_k141_1259598_1	81.14
PN8RF_k141_1290635	88.83
PN8RF_k141_228088	90.25
PN8RF_k141_282304	100
PN8RF_k141_437826_1	85.92
PN8RG_k141_259163	100
PN8RI_k141_1115439	100
PN8RI_k141_492557	100
PN8RJ_k141_1103309	71.01
PN8RJ_k141_14961	100
PN8RJ_k141_883005	74.85
PN8RL_k141_727472	100
PN8RL_k141_933498_1	100
PN8RM_k141_1041566	87.86
PN8RM_k141_1773412	72.84
PN8RM_k141_876744	78.72
PN8RN_k141_1461164	100
PN8RN_k141_771901	58.91
PN8RO_k141_1454864	100
PN8RP_k141_1039480_1	94.16
PN8RR_k141_1044238	100
PN8RR_k141_1070779	98.26
PN8RR_k141_1252276	100
PN8RR_k141_1415977	100
PN8RR_k141_566957	97.43
PN8RS_k141_1050122	68.6
PN8RS_k141_1182416	100
PN8RS_k141_1208161	85.85
PN8RS_k141_1560207	100
PN8RS_k141_487350	73.31
PN9RB_k141_852840_1	56.75
PN9RJ_k141_1074198	78.07
PN9RJ_k141_1595492	55.5
PN9RJ_k141_1616984	68.73
PN9RJ_k141_1728523	56.18
PN9RK_k141_538909	88.32
PN9RL_k141_1155870	93.43
PN9RQ_k141_539982	72.06
Q3_NODE_3_1	100
R5_NODE_11_1	100
XR13_NODE_9	76.56
PN11RI_k141_379364	52.3
PN3CD_k141_910389	100
PN6RA_k141_2222862	100
PN8RO_k141_975392	90.88
PN2DB_k141_81533	100
PN10RL_k141_1058161_1	100
PN11RD_k141_82450	100
PN13RS_k141_367732	67.64
PN15RK_k141_597397	100
PN16RA_k141_890183	74.71
PN16RR_k141_295340_1	98.87
PN1RE_k141_140903_1	100
